UMIS number,studentID,name,dob,district,block,college_name,degree,department,year_of_passing,cgpa,skills,swayam_course,naan_mudhalvan_course,certifications,internships,extra_curricular_activities,sports,predicted_academic_job_role,predicted_skill_job_role,mobile_number,email_id
5580757516,TN-STU-2022-02346,Baskar P.,2001-07-01,Namakkal,Namakkal,"Namakkal Kavignar Ramalingam Government Arts College for Women, Namakkal",B.E.,Civil Engineering,2026,8.0,"Structural Analysis, AutoCAD, STAAD Pro",NONE,Smart Cities,STAAD Pro Certified,NONE,ASCE Chapter,Athletics,Junior Site Engineer,Certified Senior BIM Associate,9445668429,baskar.7516@smart.edu
2965000553,TN-STU-2020-02347,Ranjith D.,2000-05-16,Pudukkottai,Thirumayam,"Mother Teresa College of Education, Illuppur",B.Tech,Civil Engineering,2024,7.3,"AutoCAD, STAAD Pro, Quantity Estimation, Project Management, Soil Testing, Surveying",Structural Engineering,NONE,STAAD Pro Certified,Real Estate Firms,Construction Challenge,NONE,Junior Site Engineer,Certified Senior BIM Associate,9719211766,ranjith.0553@smart.edu
4649005227,TN-STU-2023-02348,Nisha Gunaseelan,2006-04-11,Namakkal,Kumarapalayam,"J.K.K. Nataraja Dental College and Hospital, Komarapalayam",M.F.A.,Fine Arts,2026,8.3,"Photography, Digital Illustration, Ceramics, Portfolio Building, Art History, Graphic Design, Sculpture",Photography Basics,Digital Art & Animation,Adobe Creative Suite,NONE,Photography Club,Chess,Junior Graphic Designer,Certified Senior Animation Artist,9923785596,nisha.5227@smart.edu
4494574567,TN-STU-2021-02349,Kalaiyarasi V.,2005-02-11,Mayiladuthurai,Poompuhar,"Gnanambigai Government Arts College for Women, Mayiladuthurai",M.A.,Tamil,2023,8.9,"Editing, Creative Writing, Grammar, Journalism, Tamil Literature, Translation, Research Writing",Epigraphy,Tamil Computing,E-Publishing,News Agency,NONE,Kabaddi,Junior Content Developer,Certified Senior Digital Editor,9771498247,kalaiyarasi.4567@smart.edu
9569780448,TN-STU-2020-02350,Geetha O.,2008-08-13,Chennai,Mylapore,"Ramakrishna Mission Vivekananda College, Mylapore",M.E.,Mechanical Engineering,2026,9.7,"SolidWorks, MATLAB, Manufacturing Processes, AutoCAD, Lean Manufacturing",NONE,EV Technology,NONE,Ashok Leyland,NCC,NONE,Junior Design Engineer,Certified Senior CAD Design Specialist,9927078313,geetha.0448@smart.edu
8858807026,TN-STU-2021-02351,Vetri Ganesan,2004-06-07,Cuddalore,Neyveli,"IFET College of Engineering, Gangarampalayam (Cuddalore Border)",M.Sc.,Nursing,2024,6.8,"Emergency Response, Medication Administration, Surgical Assistance, ICU Management, Anatomy, Medical Terminology",Basic Life Support,Clinical Documentation,Registered Nurse (RN),NONE,Blood Donation,Kho-Kho,Trainee Pediatric Nurse,Certified Senior Certified Nurse,9537764133,vetri.7026@smart.edu
1046253593,TN-STU-2021-02352,Nandhini S.,2002-12-21,Pudukkottai,Pudukkottai,"Sudharsan College of Arts and Science, Perumanadu",LL.B.,Law,2025,9.7,"Litigation Support, Corporate Law, Legal Drafting, Legal Writing, Contract Negotiation, Intellectual Property",Environmental Law,Legal Analytics,NONE,Corporate Legal Cell,Debate,Cricket,Junior Corporate Legal Associate,Certified Senior Corporate Lawyer,9130902868,nandhini.3593@smart.edu
8392276650,TN-STU-2020-02353,Indira Balaji,2001-09-21,Virudhunagar,Sivakasi,P.S.R. Engineering College,MBA,Business Administration,2026,6.0,"HR Management, CRM, Supply Chain",NONE,NONE,NONE,Tech Startups,B-Plan Competitions,Football,Trainee Marketing Coordinator,Certified Senior Business Development Associate,9548559682,indira.6650@smart.edu
1686490457,TN-STU-2021-02354,Indran Chinnasamy,2000-01-20,Tenkasi,Sankarankovil,"Sri Vyasa Arts and Science College, Vadakarai",MBA,Business Administration,2023,10.0,"Marketing Research, CRM, Leadership, Business Analytics, HR Management, Supply Chain",NONE,Retail Management,NONE,Consumer Goods Companies,Entrepreneurship Cell,Football,Junior HR Executive,Certified Senior Business Development Associate,9920365749,indran.0457@smart.edu
1294599759,TN-STU-2021-02355,Anandhi S.,2000-12-08,Tiruchirappalli,Manachanallur,"Seshasayee Institute of Technology, Ariyamangalam",B.E.,Electronics & Communication,2024,6.3,"PCB Design, Communication Protocols, Embedded Systems, VLSI, MATLAB",Digital Electronics,NONE,Embedded C,NONE,NONE,Chess,Trainee Telecom Engineer,Certified Senior Embedded Developer,9922308013,anandhi.9759@smart.edu
6812197043,TN-STU-2020-02356,Vennila Rajan,2008-01-03,Chennai,Madavaram,"Agurchand Manmull Jain College, Meenambakkam",LL.B.,Law,2023,6.0,"IPC/CrPC Knowledge, Litigation Support, Contract Negotiation, Corporate Law",Constitutional Law,Court Procedures,Bar Council Enrollment,NONE,Moot Court,NONE,Trainee Legal Consultant,Certified Senior Corporate Lawyer,9626445979,vennila.7043@smart.edu
4372679798,TN-STU-2021-02357,Deepasri Kandasamy,2004-07-18,Ramanathapuram,Ramanathapuram,Ramanathapuram District Co-operative Management Institute,M.F.A.,Fine Arts,2023,7.4,"Ceramics, Graphic Design, Portfolio Building",Modern Art,NONE,Photography Certification,Museums,Art Exhibition,Kho-Kho,Junior Graphic Designer,Certified Senior Animation Artist,9667353879,deepasri.9798@smart.edu
9253786068,TN-STU-2020-02358,Chaitra J.,2001-08-10,Pudukkottai,Aranthangi,"Sri Bharathi Engineering College for Women, Kaikkurichi",BBA,Business Administration,2023,10.0,"Operations Planning, Strategic Planning, CRM, Leadership, Supply Chain",NONE,CRM Specialist,HR Generalist,Consumer Goods Companies,Entrepreneurship Cell,Cricket,Junior HR Executive,Certified Senior Business Development Associate,9240553325,chaitra.6068@smart.edu
9627264579,TN-STU-2020-02359,Loganathan Gunaseelan,2003-09-05,Chennai,Perambur,"Madras School of Economics (MSE), Kotturpuram",B.A.,English,2023,6.8,"Linguistics, Literature Analysis, Public Speaking, IELTS Coaching, Proofreading",Spoken English,NONE,NONE,NONE,Debate,Badminton,Trainee Editorial Assistant,Certified Senior Copywriter,9163340193,loganathan.4579@smart.edu
1549194144,TN-STU-2021-02360,Bala I.,2008-12-18,Virudhunagar,Sattur,Sree Rama Institute of Teacher Education,B.A.LL.B.,Law,2023,7.5,"IPC/CrPC Knowledge, Legal Writing, Legal Drafting, Contract Negotiation, Corporate Law",Constitutional Law,NONE,Arbitration Certification,NONE,Moot Court,NONE,Junior Junior Advocate,Certified Senior Corporate Lawyer,9274731822,bala.4144@smart.edu
6396956326,TN-STU-2022-02361,Thamarai Gunaseelan,2006-07-01,Tiruvannamalai,Vandavasi,"Swamy Abedhanandha Polytechnic College, Thellar (Vandavasi)",M.Sc.,Psychology,2024,8.2,"Report Writing, Group Therapy Facilitation, Child Psychology, Counseling, Behavioral Analysis",Positive Psychology,Counselling Practices,HR Analytics,NGOs,Awareness Camps,Kho-Kho,Junior Psychological Counselor,Certified Senior Certified Counselor,9917651004,thamarai.6326@smart.edu
6945414650,TN-STU-2020-02362,Ananya P.,2008-10-15,Chennai,Royapuram,"Stanley Medical College, Royapuram",M.Sc.,Agriculture,2026,8.3,"Pest Management, Greenhouse Management, Crop Science, Irrigation Management, Remote Sensing, Organic Farming",Agroforestry,AgriTech Tools,NONE,NONE,NONE,NONE,Junior Agriculture Officer,Certified Senior Agri-Business Advisor,9754604585,ananya.4650@smart.edu
6922359022,TN-STU-2020-02363,Ezhil Boopathi,2008-12-03,Viluppuram,Gingee,Bharathi Vidyalaya College of Education,B.Tech,Civil Engineering,2024,6.5,"STAAD Pro, Site Supervision, AutoCAD, Quantity Estimation, Project Management, Surveying",Environmental Engineering,NONE,NONE,NONE,Green Campus Initiative,Kabaddi,Trainee Structural Engineer,Certified Senior BIM Associate,9767540160,ezhil.9022@smart.edu
3642464047,TN-STU-2023-02364,Deepak Mani,2004-06-09,Erode,Erode (East),"Bharathidasan College of Arts and Science, Erode",M.Sc.,Psychology,2023,8.3,"Behavioral Analysis, Child Psychology, Report Writing, Counseling, Group Therapy Facilitation",Counseling Theories,Child Protection,NONE,NGOs,NONE,Badminton,Junior Psychological Counselor,Certified Senior Certified Counselor,9123840332,deepak.4047@smart.edu
6531797281,TN-STU-2021-02365,Bama Ethiraj,2001-01-09,Tiruppur,Kangayam,"Builders Engineering College, Kangeyam",B.Sc.,Psychology,2026,7.9,"Report Writing, Behavioral Analysis, Child Psychology",Positive Psychology,Child Protection,NONE,Hospitals,YRC,Badminton,Junior Psychological Counselor,Certified Senior Certified Counselor,9612903272,bama.7281@smart.edu
2958709519,TN-STU-2021-02366,Nitya A.,2003-03-08,Chennai,Egmore,"Government College of Fine Arts, Egmore",M.Com,Commerce,2024,10.0,"Financial Reporting, Tally ERP, Cost Accounting, Auditing, Taxation, GST Filing",Investment Management,Digital Banking,CA Intermediate,NONE,NONE,Chess,Junior Accountant,Certified Senior Banking Associate,9138825204,nitya.9519@smart.edu
4123560792,TN-STU-2022-02367,Laksha Babu,2007-08-01,Tirunelveli,Tirunelveli,"Sankar Polytechnic College, Sankar Nagar",B.F.A.,Fine Arts,2025,7.1,"Sculpture, Photography, Ceramics, Art History, Graphic Design, Portfolio Building, Painting",NONE,Digital Art & Animation,Graphic Design Cert,Museums,Cultural Fest,Chess,Junior Graphic Designer,Certified Senior Animation Artist,9316502212,laksha.0792@smart.edu
6665746610,TN-STU-2021-02368,Siva S.,2008-02-03,Thanjavur,Thiruvaiyaru,"P.R. Engineering College, Vallam",B.Tech,Civil Engineering,2026,6.6,"Soil Testing, Site Supervision, Project Management, AutoCAD, Structural Analysis, STAAD Pro, Surveying",Construction Management,Project Estimation,AutoCAD Civil 3D,Real Estate Firms,NSS,Cricket,Trainee Structural Engineer,Certified Senior BIM Associate,9683720203,siva.6610@smart.edu
3771168196,TN-STU-2023-02369,Vignesh G.,2001-07-10,Chennai,Villivakkam,"Justice Basheer Ahmed Sayeed College for Women (SIET), Teynampet",B.Sc.,Agriculture,2024,7.8,"Crop Science, Organic Farming, Pest Management, Agribusiness",Precision Agriculture,Agri-Marketing,Drone Operator License,NGOs,NONE,Kho-Kho,Junior Agriculture Officer,Certified Senior Agri-Business Advisor,9996335205,vignesh.8196@smart.edu
9258326693,TN-STU-2020-02370,Arivu Chidambaram,2000-07-08,Madurai,Madurai Central,"Arul Anandar College, Karumathur",M.Sc.,Agriculture,2026,9.8,"Crop Science, Soil Science, Irrigation Management",Soil Health,NONE,NONE,NONE,Rural Development,Athletics,Junior Agri Extension Officer,Certified Senior Agri-Business Advisor,9739590486,arivu.6693@smart.edu
7972821255,TN-STU-2021-02371,Advaita V.,1999-06-02,Theni,Andipatti,"Theni Kammavar Sangam Polytechnic College, Theni",M.F.A.,Fine Arts,2024,9.4,"Sculpture, Painting, Art History, Photography",Modern Art,NONE,NONE,Museums,Art Exhibition,Kho-Kho,Junior Art Educator,Certified Senior Animation Artist,9874533224,advaita.1255@smart.edu
4999571291,TN-STU-2020-02372,Durai Devadass,1999-08-04,Thiruvallur,Avadi,Sastra University Law School,B.A.LL.B.,Law,2024,8.9,"Contract Negotiation, Legal Research, Legal Writing, Litigation Support, IPC/CrPC Knowledge, Intellectual Property",Human Rights Law,Legal Analytics,IP Law Cert,Human Rights NGOs,Legal Aid Club,Chess,Junior Corporate Legal Associate,Certified Senior Corporate Lawyer,9242543773,durai.1291@smart.edu
6220990845,TN-STU-2023-02373,Kalaiyarasi Vijaykumar,2007-06-01,Tiruvannamalai,Cheyyar,"Indo-American College, Cheyyar",M.A.,Tamil,2024,9.7,"Public Speaking, Translation, Grammar, Editing, Tamil Literature, Journalism",NONE,NONE,E-Publishing,School,NONE,Kabaddi,Junior Content Developer,Certified Senior Digital Editor,9773112781,kalaiyarasi.0845@smart.edu
4697917006,TN-STU-2021-02374,Priya Arumugam,2000-03-14,Thiruvallur,Tiruttani,Agri College Killikulam,B.Sc.,Agriculture,2024,8.6,"Greenhouse Management, Soil Science, Irrigation Management, Crop Science",Soil Health,AgriTech Tools,NONE,NONE,NONE,Kabaddi,Junior Agri Extension Officer,Certified Senior Agri-Business Advisor,9324844421,priya.7006@smart.edu
1226422366,TN-STU-2023-02375,Vendhan D.,2000-09-18,Coimbatore,Thondamuthur,Sri Ramakrishna College of Arts and Science,B.Tech,Electronics & Communication,2023,8.4,"PCB Design, Communication Protocols, MATLAB, VLSI, Embedded Systems, Circuit Design",VLSI Design,NONE,IoT Foundation,Electronics SMEs,Ham Radio,Cricket,Junior Embedded Systems Engineer,Certified Senior Embedded Developer,9442932328,vendhan.2366@smart.edu
2615162678,TN-STU-2020-02376,Indira Thangam,2003-11-07,Coimbatore,Mettupalayam,Sankara Polytechnic College,M.Sc.,Nursing,2025,9.8,"ICU Management, Vital Signs Monitoring, Surgical Assistance",Maternal Health,Infection Control,NONE,Community Health Centres,Blood Donation,Athletics,Junior Community Health Worker,Certified Senior Certified Nurse,9571121962,indira.2678@smart.edu
7171819313,TN-STU-2023-02377,Maran Velayudham,2008-09-20,Tiruvannamalai,Cheyyar,"Government Polytechnic College, Cheyyar",B.Sc.,Computer Science,2026,8.4,"Node.js, Cloud Computing, DSA",NONE,Full Stack Development,Google Data Analytics,NONE,IEEE,Chess,Junior Software Engineer,Certified Senior Cloud Engineer,9970871518,maran.9313@smart.edu
5480661261,TN-STU-2023-02378,Kavitha Suresh,2001-12-03,Tirunelveli,Tirunelveli,"SCAD College of Engineering and Technology, Cheranmahadevi",M.Com,Commerce,2023,8.4,"GST Filing, Cost Accounting, Accounting, Auditing, Banking Operations",Corporate Finance,NONE,NONE,Banks,Finance Club,NONE,Junior Audit Assistant,Certified Senior Banking Associate,9401740562,kavitha.1261@smart.edu
1296759860,TN-STU-2023-02379,Ram Kamaraj,1999-07-10,Tiruchirappalli,Srirangam,"Anbil Dharmalingam Agricultural College and Research Institute (ADAC&RI), Navalurkuttappattu",B.Tech,Mechanical Engineering,2024,9.6,"Quality Control, SolidWorks, AutoCAD, MATLAB, Manufacturing Processes, Lean Manufacturing, CNC Programming",Fluid Mechanics,Industry 4.0,AutoCAD Certified,SMEs,SAE Collegiate Club,Kabaddi,Junior Design Engineer,Certified Senior CAD Design Specialist,9724725686,ram.9860@smart.edu
9851092385,TN-STU-2023-02380,Girish S.,2008-05-24,Salem,Salem (South),"Salem Polyclinic College of Nursing, Salem",BBA,Business Administration,2025,9.3,"CRM, Strategic Planning, Business Analytics, HR Management, Leadership",Marketing Research,CRM Specialist,HR Generalist,NONE,NONE,Table Tennis,Junior HR Executive,Certified Senior Business Development Associate,9342785861,girish.2385@smart.edu
8350047961,TN-STU-2022-02381,Malathi Mohan,2000-06-28,Kallakurichi,Sankarapuram,"AKT Memorial College of Engineering and Technology, Neelamangalam",B.Sc.,Nursing,2025,7.3,"Surgical Assistance, Medication Administration, ICU Management, Vital Signs Monitoring, Anatomy, Medical Terminology",Anatomy & Physiology,NONE,Midwifery Cert,NONE,NONE,Volleyball,Junior ICU Nurse,Certified Senior Certified Nurse,9104701092,malathi.7961@smart.edu
9048780120,TN-STU-2023-02382,Baskar Inbaraj,2001-01-12,Chennai,Egmore,"Madras Medical College (MMC), Park Town",B.A.,Tamil,2025,9.3,"Research Writing, Public Speaking, Translation",NONE,NONE,E-Publishing,School,Literary Club,Kabaddi,Junior Content Developer,Certified Senior Digital Editor,9885555449,baskar.0120@smart.edu
4677953239,TN-STU-2022-02383,Malarvizhi Thirunavukkarasu,2003-08-18,Thoothukudi,Thoothukkudi,"St. Ann's College of Nursing, Thoothukudi",B.Sc.,Agriculture,2026,8.1,"Agribusiness, Greenhouse Management, Crop Science, Organic Farming",Soil Health,NONE,Soil Testing Cert,NONE,NONE,Cricket,Junior Agriculture Officer,Certified Senior Agri-Business Advisor,9516255242,malarvizhi.3239@smart.edu
2656360295,TN-STU-2022-02384,Durga Anbazhagan,1999-10-30,Salem,Salem (South),"Government Mohan Kumaramangalam College of Nursing, Salem",M.Sc.,Agriculture,2023,8.3,"Irrigation Management, Crop Science, Pest Management, Soil Science",Plant Biotechnology,Drone Farming,Soil Testing Cert,NONE,Farm Club,Kabaddi,Junior Agriculture Officer,Certified Senior Agri-Business Advisor,9366840104,durga.0295@smart.edu
5145231834,TN-STU-2023-02385,Nisha Manickam,2000-10-07,Sivaganga,Manamadurai,"K.L.N. College of Information Technology, Pottapalayam",M.Sc.,Psychology,2023,6.3,"Group Therapy Facilitation, Mental Health Assessment, Behavioral Analysis, Social Work",Abnormal Psychology,Addiction Counselling,NONE,NONE,NSS,Badminton,Trainee School Counselor,Certified Senior Certified Counselor,9831488561,nisha.1834@smart.edu
2143184596,TN-STU-2020-02386,Aarthy O.,2000-01-10,Tirunelveli,Palayamkottai,FX Polytechnic College,B.E.,Electronics & Communication,2024,9.1,"Communication Protocols, Circuit Design, PCB Design",Wireless Communications,PCB Design Fundamentals,Embedded C,NONE,IEEE Club,NONE,Junior Electronics Engineer,Certified Senior Embedded Developer,9653630188,aarthy.4596@smart.edu
3043541721,TN-STU-2020-02387,Mohana M.,2003-09-01,Coimbatore,Pollachi,KMCH Institute of Health Sciences and Research,M.Sc.,Data Science,2024,9.1,"Python, Machine Learning, Data Analysis, SQL, Pandas, NumPy",Operating Systems,NONE,CISCO CCNA,NONE,NSS,Table Tennis,Data Scientist,Junior Data Science Specialist,9892081230,mohana.1721@smart.edu
2984057998,TN-STU-2020-02388,Gomathi Palani,2004-10-04,Cuddalore,Kattumannarkoil,"M.R.K. Institute of Technology, Kattumannarkoil",M.Sc.,Psychology,2026,6.4,"Counseling, Mental Health Assessment, Report Writing, Psychometrics, Behavioral Analysis, Social Work, Child Psychology",Abnormal Psychology,Child Protection,Art Therapy,Hospitals,Awareness Camps,Yoga,Trainee School Counselor,Certified Senior Certified Counselor,9889814392,gomathi.7998@smart.edu
1501304000,TN-STU-2023-02389,Alagu Y.,2005-04-11,Ranipet,Ranipet,"Scudder Memorial Hospital College of Nursing, Ranipet",M.A.,Tamil,2023,6.2,"Creative Writing, Research Writing, Translation",History of Tamil Literature,NONE,NONE,NONE,Debate,Badminton,Trainee Language Expert,Certified Senior Digital Editor,9672840242,alagu.4000@smart.edu
7284403924,TN-STU-2023-02390,Uma Boopathi,2008-06-15,Ranipet,Sholingur,"Arcot Sri Mahalakshmi Women's College, Villapakkam",B.Tech,Electronics & Communication,2025,6.5,"IoT, VLSI, Communication Protocols",NONE,5G Technology,NONE,DRDO Labs,Ham Radio,Chess,Trainee Telecom Engineer,Certified Senior Embedded Developer,9525784989,uma.3924@smart.edu
4320050980,TN-STU-2022-02391,Geetha Devadass,2004-09-07,Cuddalore,Cuddalore,"Kandaswami Naidu College for Women, Cuddalore",B.Tech,Mechanical Engineering,2026,6.9,"SolidWorks, Lean Manufacturing, Thermodynamics",Manufacturing Engineering,CAD/CAM,CREO Designer,SMEs,Make in India Hackathon,NONE,Trainee Production Engineer,Certified Senior CAD Design Specialist,9821211890,geetha.0980@smart.edu
