UMIS number,studentID,name,dob,district,block,college_name,degree,department,year_of_passing,cgpa,skills,swayam_course,naan_mudhalvan_course,certifications,internships,extra_curricular_activities,sports,predicted_academic_job_role,predicted_skill_job_role
2649417501,TN-STU-2023-02808,Prakash R.,2006-03-17,Erode,Kancheepuram,SASTRA University,B.E.,Biomedical Engineering,2025.0,6.7,"Anatomy Knowledge, Product Testing, AutoCAD",,,AutoCAD Certified,Siemens Healthineers,Robotics,Chess,Trainee Medical Device Tester,Certified Senior Biomedical Tech Associate
5262820468,TN-STU-2020-02809,Velu E.,2005-12-15,Thanjavur,Kanniyakumari,Government College of Fine Arts Kumbakonam,M.F.A.,Fine Arts,2024.0,9.7,"Portfolio Building, Graphic Design, Ceramics, Painting",Modern Art,Event Design,Photography Certification,,,Yoga,Junior Art Educator,Certified Creative Designer
2646184258,TN-STU-2023-02810,Yamuna Loganathan,2007-03-19,Namakkal,Kancheepuram,SASTRA University,B.Tech,Biomedical Engineering,2024.0,9.9,"Product Testing, Signal Processing, Biomechanics, AutoCAD, MATLAB, Medical Device Design",Clinical Engineering,Medical Device Regulation,CBET Preparation,Research Labs,Robotics,Chess,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate
2184127524,TN-STU-2021-02811,Yavan Yogeswaran,2004-09-21,Salem,Avadi,Mother Teresa Womens University,B.A.,Tamil,2023.0,6.4,"Journalism, Creative Writing, Translation, Research Writing, Tamil Literature, Grammar",Classical Tamil,,Tamil Pandit Certification,Content Studio,NSS,,Trainee Language Expert,Certified Senior Digital Editor
8217785191,TN-STU-2020-02812,Yamini Ponnusamy,2004-10-16,Madurai,Ambur,Government College of Engineering Tirunelveli,M.E.,Civil Engineering,2023.0,8.6,"STAAD Pro, AutoCAD, Site Supervision, Soil Testing, Quantity Estimation, Surveying",,Smart Cities,AutoCAD Civil 3D,Government PWD,NSS,Kabaddi,Junior Project Coordinator,Certified Senior BIM Associate
8286627622,TN-STU-2022-02813,Bala P.,2000-01-14,Tirunelveli,Ponneri,Ethiraj College,M.Sc.,Psychology,2026.0,8.6,"Group Therapy Facilitation, Behavioral Analysis, Mental Health Assessment, Counseling",Counseling Theories,Emotional Intelligence,,,NSS,Badminton,Junior Behavioral Analyst,Junior Certified Counselor
2138454068,TN-STU-2020-02814,Thirumalai S.,2001-02-05,Vellore,Kanniyakumari,Government College of Fine Arts Kumbakonam,M.F.A.,Fine Arts,2025.0,9.6,"Ceramics, Photography, Portfolio Building, Digital Illustration, Sculpture, Graphic Design, Painting",Indian Art Traditions,,,Museums,Art Exhibition,Kho-Kho,Junior Art Educator,Associate Digital Illustrator
3012073983,TN-STU-2020-02815,Rishi D.,2007-06-11,Erode,Nannilam,Annamalai University,M.A.,Tamil,2026.0,8.0,"Research Writing, Public Speaking, Journalism, Translation",Epigraphy,E-Media,Tamil Pandit Certification,,,Kabaddi,Junior Editor,Certified Journalist
3321962662,TN-STU-2023-02816,Pranesh Ramasamy,2001-08-09,Namakkal,Jolarpet,Coimbatore Institute of Tech,B.E.,Electronics & Communication,2023.0,6.5,"Communication Protocols, Signal Processing, IoT, MATLAB, Circuit Design, PCB Design",VLSI Design,5G Technology,VLSI Design Certified,BSNL,Electronics Fest,Cricket,Trainee Telecom Engineer,Certified Senior Embedded Developer
3197416057,TN-STU-2021-02817,Mythili Govindan,2001-10-13,Tiruchirappalli,Nagercoil,SIET College,B.Sc.,Psychology,2023.0,9.8,"Child Psychology, Report Writing, Behavioral Analysis, Psychometrics, Mental Health Assessment",Developmental Psychology,,,Hospitals,NSS,Yoga,Junior Behavioral Analyst,Associate Mental Wellness Coach
9703054272,TN-STU-2022-02818,Janani Inbaraj,2000-03-09,Coimbatore,Ambur,Patrician College,M.Com,Commerce,2025.0,7.6,"Tally ERP, Cost Accounting, Financial Reporting, Banking Operations, Accounting",Banking & Insurance,GST & Taxation,GST Practitioner,Retail Finance,,,Junior Audit Assistant,Certified Senior Banking Associate
9332184597,TN-STU-2020-02819,Veda S.,2008-04-16,Erode,Thiruvallur,VISTAS Chennai,BBA,Business Administration,2026.0,8.3,"Operations Planning, Marketing Research, CRM, HR Management, Supply Chain, Strategic Planning",,Digital Marketing,Six Sigma Green Belt,Consumer Goods Companies,B-Plan Competitions,Badminton,Junior Management Trainee,Certified Senior Business Development Associate
7966042215,TN-STU-2023-02820,Vijay Anbazhagan,1999-06-10,Erode,Thiruvallur,VISTAS Chennai,BBA,Business Administration,2024.0,7.4,"HR Management, Marketing Research, Operations Planning, CRM, Supply Chain, Business Analytics",Organizational Behavior,,Six Sigma Green Belt,Logistics Companies,YRC,Badminton,Junior Management Trainee,Certified Senior Business Development Associate
9419045464,TN-STU-2023-02821,Dhanya B.,2004-10-09,Tiruchirappalli,Uthiramerur,Government Law College Chennai,B.A.LL.B.,Law,2024.0,8.9,"Legal Research, Corporate Law, Litigation Support, IPC/CrPC Knowledge, Legal Drafting, Intellectual Property",Constitutional Law,,,,,Badminton,Junior Corporate Legal Associate,Junior Corporate Lawyer
7775273697,TN-STU-2020-02822,Priya Ethiraj,2001-07-30,Erode,Poonamallee,Hindustan College,MBA,Business Administration,2024.0,7.4,"Marketing Research, Supply Chain, Business Analytics, Operations Planning, CRM, HR Management, Leadership",Strategic Management,,,Consumer Goods Companies,,Badminton,Junior Management Trainee,Associate HR Consultant
4372157467,TN-STU-2022-02823,Elakkiya Dhandapani,2007-08-03,Madurai,Kancheepuram,Anna University Regional Campus,B.E.,Civil Engineering,2023.0,9.5,"Project Management, STAAD Pro, Surveying, Site Supervision, Quantity Estimation, AutoCAD",Structural Engineering,,Green Building (LEED),,ASCE Chapter,,Junior Project Coordinator,Certified CAD Civil Engineer
4853636272,TN-STU-2020-02824,Ashwini P.,2002-03-12,Tirunelveli,Thiruvallur,VISTAS Chennai,MBA,Business Administration,2025.0,9.1,"Operations Planning, CRM, Business Analytics, Marketing Research",,,HR Generalist,Tech Startups,Marketing Club,Table Tennis,Junior HR Executive,Certified Senior Business Development Associate
4713176031,TN-STU-2021-02825,Usha Karthik,2002-02-20,Salem,Killiyoor,Madurai Kamaraj University,M.A.,English,2024.0,7.6,"IELTS Coaching, Linguistics, Literature Analysis, Phonetics, SEO Writing, Public Speaking",Spoken English,,,Magazines,Elocution Club,Cricket,Junior Content Writer,Associate IELTS Trainer
2163490217,TN-STU-2023-02826,Ishani Manickam,2000-10-01,Tirunelveli,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2026.0,9.6,"Ceramics, Digital Illustration, Painting, Sculpture, Art History, Photography",Photography Basics,,,Animation Studios,Art Exhibition,Badminton,Junior Art Educator,Associate Digital Illustrator
1566195515,TN-STU-2021-02827,Inbaraj Venkatesan,1999-07-03,Erode,Thiruverambur,Bharathidasan University,B.A.,Tamil,2024.0,7.3,"Tamil Literature, Grammar, Journalism, Research Writing, Editing, Public Speaking",,,,News Agency,NSS,Chess,Junior Editor,Associate Tamil Content Specialist
5444770787,TN-STU-2021-02828,Rashmi Krishnan,2004-08-25,Tirunelveli,Thiruthuraipoondi,Coimbatore Institute of Technology,B.Tech,Mechanical Engineering,2023.0,6.8,"Quality Control, Lean Manufacturing, AutoCAD, CNC Programming, Thermodynamics, Manufacturing Processes, MATLAB",,,CREO Designer,SMEs,,Athletics,Trainee Production Engineer,Certified Senior CAD Design Specialist
5808060977,TN-STU-2020-02829,Ramya Haran,2006-03-28,Madurai,Colachal,NIT Trichy,B.Tech,Computer Science,2025.0,9.4,"Data Analysis, Machine Learning, DSA, Java, SQL, Cloud Computing",NPTEL AI/ML,Data Analytics with Python,CISCO CCNA,,IEEE,Chess,Junior Data Analyst,Certified Cybersecurity Analyst
1452728399,TN-STU-2022-02830,Bama Thirunavukkarasu,2001-05-18,Coimbatore,Thiruvarur,Government College of Fine Arts Chennai,M.F.A.,Fine Arts,2026.0,8.5,"Ceramics, Art History, Photography, Painting, Sculpture, Graphic Design",Art Appreciation,Digital Art & Animation,Photography Certification,,Cultural Fest,,Junior Art Educator,Certified Creative Designer
5331829494,TN-STU-2021-02831,Hemalatha C.,2008-07-18,Salem,Thiruthuraipoondi,Kongu Engineering College,M.E.,Civil Engineering,2025.0,10.0,"STAAD Pro, Surveying, Soil Testing, Quantity Estimation",Structural Engineering,,Project Management Basics,Real Estate Firms,Construction Challenge,Cricket,Junior Project Coordinator,Certified Senior BIM Associate
6682663190,TN-STU-2022-02832,Vignesh Suresh,2005-09-26,Thoothukudi,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2025.0,7.5,"Graphic Design, Art History, Portfolio Building, Ceramics, Digital Illustration, Photography, Sculpture",Indian Art Traditions,Digital Art & Animation,Graphic Design Cert,Animation Studios,Cultural Fest,Kho-Kho,Junior Graphic Designer,Certified Senior Animation Artist
8025431800,TN-STU-2022-02833,Dharani Ramesh,1999-07-18,Tiruchirappalli,Srirangam,Government College of Engineering Salem,M.E.,Mechanical Engineering,2023.0,7.1,"MATLAB, Thermodynamics, Lean Manufacturing",Robotics,Industry 4.0,,,SAE Collegiate Club,Kabaddi,Junior Maintenance Engineer,Junior CAD Design Specialist
1946653887,TN-STU-2021-02834,Kabilan Haran,2003-05-06,Tirunelveli,Mannargudi,Loyola College,MBA,Business Administration,2024.0,9.6,"Operations Planning, Business Analytics, HR Management, Strategic Planning, Supply Chain, Marketing Research",,Digital Marketing,,Consumer Goods Companies,,Cricket,Junior HR Executive,Associate HR Consultant
2605298518,TN-STU-2021-02835,Bhuvaneswari Y.,2000-07-27,Namakkal,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2025.0,6.5,"Digital Illustration, Photography, Graphic Design, Sculpture, Art History, Painting",Photography Basics,,Adobe Creative Suite,Animation Studios,Photography Club,Badminton,Trainee Illustrator,Certified Senior Animation Artist
2505486858,TN-STU-2021-02836,Zuban Rathinam,2006-08-06,Thanjavur,Thiruthuraipoondi,Kongu Engineering College,B.E.,Civil Engineering,2023.0,6.4,"Site Supervision, AutoCAD, Surveying, Quantity Estimation, Soil Testing, Project Management",Environmental Engineering,,,,Green Campus Initiative,Volleyball,Trainee Structural Engineer,Junior BIM Associate
8003946283,TN-STU-2020-02837,Hemanth U.,2006-11-29,Thanjavur,Thiruverambur,Bharathidasan University,M.A.,Tamil,2024.0,9.1,"Tamil Literature, Grammar, Editing, Creative Writing",,Digital Content Creation,E-Publishing,News Agency,Cultural Events,Badminton,Junior Content Developer,Certified Senior Digital Editor
5618464654,TN-STU-2022-02838,Elango G.,2003-10-06,Namakkal,Thiruverambur,Bharathidasan University,M.A.,Tamil,2024.0,8.5,"Translation, Grammar, Research Writing",History of Tamil Literature,Tamil Computing,Translator Certification,,Literary Club,Badminton,Junior Content Developer,Certified Journalist
9039082110,TN-STU-2023-02839,Thulasi Dharmalingam,2004-02-16,Tirunelveli,Thiruvallur,VISTAS Chennai,MBA,Business Administration,2026.0,9.9,"Leadership, Business Analytics, HR Management, CRM, Strategic Planning, Marketing Research, Supply Chain",,,Six Sigma Green Belt,Consumer Goods Companies,,Badminton,Junior HR Executive,Certified Senior Business Development Associate
9597148137,TN-STU-2023-02840,Ashwini Haran,2008-02-12,Chennai,Thiruvallur,VISTAS Chennai,MBA,Business Administration,2023.0,9.2,"Marketing Research, Supply Chain, CRM, HR Management, Leadership, Operations Planning",Strategic Management,,Digital Marketing Expert,HR Firms,YRC,Table Tennis,Junior HR Executive,Certified Senior Business Development Associate
6961916011,TN-STU-2021-02841,Farzana N.,2002-09-29,Chennai,Gummidipoondi,SRM University,M.E.,Biomedical Engineering,2024.0,7.5,"Clinical Trials Support, Anatomy Knowledge, Signal Processing, AutoCAD",Clinical Engineering,,AutoCAD Certified,,Robotics,Athletics,Junior Clinical Engineer,Certified Clinical Systems Engineer
5076591809,TN-STU-2021-02842,Indhumathi Inbaraj,2004-07-08,Madurai,Thiruthuraipoondi,Kongu Engineering College,M.E.,Civil Engineering,2024.0,9.8,"Site Supervision, Soil Testing, Quantity Estimation, Project Management",Structural Engineering,Smart Cities,Green Building (LEED),L&T Construction,,Athletics,Junior Project Coordinator,Certified Senior BIM Associate
6534435123,TN-STU-2020-02843,Charu Udhayam,2003-01-04,Vellore,Ambur,Government College of Engineering Tirunelveli,B.Tech,Civil Engineering,2025.0,6.1,"Quantity Estimation, STAAD Pro, Structural Analysis, Soil Testing, Site Supervision",Environmental Engineering,Smart Cities,Green Building (LEED),,,Cricket,Trainee Structural Engineer,Certified CAD Civil Engineer
4229741561,TN-STU-2021-02844,Vinoth Pandian,2007-07-30,Tiruchirappalli,Mannargudi,Loyola College,MBA,Business Administration,2026.0,7.0,"Business Analytics, Operations Planning, Leadership",Operations Management,Business Analytics,HR Generalist,,Marketing Club,Cricket,Junior Management Trainee,Certified Digital Marketer
5761211029,TN-STU-2021-02845,Yousuf Iyyappan,2006-10-09,Kallakurichi,Poonamallee,Stella Maris College,M.Sc.,Psychology,2024.0,8.7,"Group Therapy Facilitation, Counseling, Behavioral Analysis",Positive Psychology,Counselling Practices,CBT Practitioner,Hospitals,Awareness Camps,Kho-Kho,Junior Behavioral Analyst,Certified Senior Certified Counselor
9159460149,TN-STU-2023-02846,Azlagan Mani,2006-09-25,Chennai,Ambur,Patrician College,B.Com,Commerce,2023.0,7.3,"Cost Accounting, Banking Operations, Auditing, Taxation, GST Filing, Financial Reporting, Tally ERP",Banking & Insurance,GST & Taxation,,,Entrepreneurship Cell,Kabaddi,Junior Audit Assistant,Junior Banking Associate
4201075995,TN-STU-2022-02847,Jayamathi Natesan,2000-11-22,Tirunelveli,Jolarpet,Anna University,B.Tech,Computer Science,2026.0,10.0,"Java, SQL, Cybersecurity, Flutter, Data Analysis, Python",Cloud Computing Foundation,Blockchain,,,,,Junior Data Analyst,Junior Cloud Engineer
8919293224,TN-STU-2020-02848,Ezhil Anbarasu,2005-07-15,Thanjavur,Kanniyakumari,Agricultural College Madurai,B.Sc.,Agriculture,2024.0,8.9,"Remote Sensing, Crop Science, Organic Farming, Greenhouse Management, Irrigation Management",Soil Health,,Agri-Business Management,NGOs,Rural Development,Kho-Kho,Junior Agri Extension Officer,Certified Senior Agri-Business Advisor
1308050341,TN-STU-2023-02849,Iniya Sekar,2008-07-16,Madurai,Uthiramerur,PSG IMS & Research,B.Sc.,Nursing,2026.0,8.2,"ICU Management, Anatomy, Medication Administration, Medical Terminology, Vital Signs Monitoring, Emergency Response",Basic Life Support,Healthcare Management,Registered Nurse (RN),Community Health Centres,Health Awareness,Kabaddi,Junior ICU Nurse,Certified Senior Certified Nurse
9703044549,TN-STU-2023-02850,Yuvaraj Manickam,2004-08-14,Vellore,Uthiramerur,PSG IMS & Research,M.Sc.,Nursing,2023.0,6.7,"Medication Administration, Emergency Response, Patient Care, Vital Signs Monitoring, Medical Terminology, Anatomy",Medical Microbiology,Healthcare Management,Midwifery Cert,General Hospitals,NCC,Volleyball,Trainee Pediatric Nurse,Certified Senior Certified Nurse
1309913564,TN-STU-2023-02851,Mahendran Iyyappan,2005-01-21,Erode,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2024.0,8.0,"Photography, Digital Illustration, Ceramics, Painting, Sculpture",,Digital Art & Animation,Visual Art Diploma,Museums,,,Junior Graphic Designer,Certified Senior Animation Artist
2562878246,TN-STU-2022-02852,Tamilselvan Narasimhan,2008-02-29,Chennai,Thiruvarur,Government College of Fine Arts Chennai,B.F.A.,Fine Arts,2025.0,8.0,"Painting, Ceramics, Photography",,Event Design,Graphic Design Cert,Animation Studios,Photography Club,,Junior Graphic Designer,Certified Senior Animation Artist
2121139613,TN-STU-2020-02853,Arul V.,2002-10-11,Thoothukudi,Thiruvallur,Manipal Institute,B.E.,Biomedical Engineering,2025.0,9.1,"Biomechanics, Medical Device Design, Product Testing",Clinical Engineering,,,Research Labs,NCC,Badminton,Junior Biomedical Engineer,Associate Health-Tech Developer
4008825340,TN-STU-2020-02854,Bakya S.,2001-11-19,Erode,Avadi,DG Vaishnav College,M.Com,Commerce,2023.0,9.0,"Taxation, Banking Operations, Tally ERP, Financial Reporting, Cost Accounting, GST Filing, Accounting",,FinTech,GST Practitioner,Banks,,Kho-Kho,Junior Accountant,Certified Senior Banking Associate
6607534634,TN-STU-2021-02855,Balaji E.,2002-03-04,Tirunelveli,Mannargudi,Loyola College,BBA,Business Administration,2024.0,7.8,"Supply Chain, Leadership, Strategic Planning, Operations Planning",Marketing Research,Retail Management,PMP Foundation,,B-Plan Competitions,Cricket,Junior Management Trainee,Certified Digital Marketer
3770933623,TN-STU-2023-02856,Logeshwari Anbarasu,1999-01-14,Erode,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2025.0,8.8,"Graphic Design, Portfolio Building, Photography, Ceramics, Painting, Digital Illustration, Art History",Modern Art,,Photography Certification,,,Kho-Kho,Junior Art Educator,Certified Creative Designer
3023235513,TN-STU-2020-02857,Abimani Kandasamy,2004-01-28,Thanjavur,Poonamallee,TNAU Coimbatore,M.Sc.,Agriculture,2026.0,6.8,"Agribusiness, Crop Science, Remote Sensing, Pest Management, Greenhouse Management, Irrigation Management",,Agri-Marketing,Agri-Business Management,Agri-Startups,Rural Development,Kabaddi,Trainee Agronomist,Certified Senior Agri-Business Advisor
8096990950,TN-STU-2022-02858,Ajith Linga,2005-03-26,Erode,Thiruvallur,VIT Vellore,B.Sc.,Computer Science,2025.0,7.9,"DSA, Cybersecurity, Python, Data Analysis",,Blockchain,AWS Practitioner,,IEEE,Chess,Junior Software Engineer,Certified Cybersecurity Analyst
9583693854,TN-STU-2023-02859,Ambarish S.,2001-03-17,Thoothukudi,Ambur,SSN College of Engineering,B.Sc.,Computer Science,2026.0,9.6,"Node.js, Flutter, SQL, Cybersecurity, Java, DevOps, React",NPTEL AI/ML,Cyber Security Analyst,,TCS,Coding Clubs,Football,Junior Data Analyst,Associate Data Scientist
2729608727,TN-STU-2020-02860,Eshwar V.,2003-06-04,Namakkal,Tiruttani,Agri College Killikulam,M.Sc.,Agriculture,2026.0,7.3,"Greenhouse Management, Agribusiness, Pest Management, Remote Sensing, Organic Farming, Soil Science, Irrigation Management",Agroforestry,Post Harvest Management,Organic Farming Cert,,Farm Club,Athletics,Junior Agriculture Officer,Certified AgriTech Analyst
9757270675,TN-STU-2023-02861,Umesh Pandian,2000-03-17,Kallakurichi,Killiyoor,Sri Ramachandra University,M.Sc.,Nursing,2025.0,6.7,"Vital Signs Monitoring, Surgical Assistance, ICU Management",Maternal Health,Infection Control,Intensive Care Cert,General Hospitals,NCC,Kabaddi,Trainee Pediatric Nurse,Certified Senior Certified Nurse
